region_id,total_population,elderly_population,num_doctors,avg_distance_to_hospital,healthcare_demand,budget_allocation
47,48001,14278,38,62.57429978896667,1368,231808
48,16016,7271,6,40.14029457527693,472,84075
49,28897,642,41,77.05247001294158,4480,141931
50,7612,14012,47,43.093748973792174,2668,263023
51,28483,3261,34,46.28870301199637,4842,278594
52,22159,3935,36,52.250188154864766,3793,74104
53,49974,7122,37,83.35058772021236,1704,377971
54,45994,13352,17,66.27851393154502,195,119222
55,19541,11123,40,35.56687827000923,4469,291955
56,40920,14503,40,67.36164376417274,4041,444858
57,31531,7569,12,64.60023072784915,1300,409157
58,6585,5012,21,93.17090831209073,4044,374989
59,8943,2348,40,84.30022716650964,4979,270758
60,28939,3196,19,65.09724545137357,231,58769
61,24457,2217,3,34.809203957720314,3215,145369
62,6021,14178,18,78.17806843726568,1490,100375
63,16653,3572,19,57.9456210132173,1249,475294
64,48573,9759,47,98.54172882198925,3610,62268
65,18417,3286,6,25.5031067284106,3747,191916
66,45757,14654,16,8.88592825215781,907,386318
67,14692,13909,8,7.919289376906821,4939,241835
68,11873,4291,48,64.36300844681637,150,414821
69,10675,9980,18,93.98676266224086,3308,192305
70,5161,4371,48,1.1912595148590137,155,298339
71,42065,2306,43,72.85133364881996,3764,342640
72,31557,14975,39,66.0494530707616,843,461022
73,38763,2004,49,73.49811502972712,4638,221398
74,37606,3808,49,36.18513526947122,2976,128807
75,16534,7617,12,82.22914802112766,179,220585
76,34127,13804,45,5.425986210467333,4572,232833
77,45397,5548,10,75.78767896158072,4040,331609
78,30851,11643,7,27.440122193559684,3066,482718
79,6016,8763,46,48.20693971094909,3828,189322
80,29253,2190,1,82.44099088416483,4636,110503
81,29276,14079,49,27.864544483922565,225,288026
82,28247,10036,36,19.335543652745454,318,71310
83,29300,14942,21,68.45000534944053,1047,304740
84,13529,3803,37,53.80609425917365,4473,310199
85,22262,3613,24,51.92598300587226,694,442445
86,14268,9574,25,26.420182038253404,240,296501
87,26271,12926,7,4.453150276182738,2993,405662
88,17185,11354,42,41.61664469483997,3155,82206
89,26243,8350,17,11.54938856630903,1730,59764
90,44099,6916,29,90.69292591427102,976,236668
91,13571,2004,30,5.083782023701321,4305,290269
92,44976,11155,7,43.73343456425376,2760,456058
93,43044,11245,33,6.17231278638196,3490,284099
94,45774,9424,7,10.458843581911866,4991,270651
95,7568,10440,24,66.22780002528017,2129,184048
96,7027,4424,11,65.06401483643536,4924,188498
97,7695,9115,9,4.272167293064538,2652,466103
98,10258,12170,12,1.1120160369661494,3711,76710
99,27002,10283,35,8.802989647035616,1140,353531
100,44504,4985,4,76.53689087348228,414,490686
101,38159,13129,36,58.873070802399205,3559,187558
102,18986,13733,28,4.773706273660669,4272,220330
103,17666,13401,13,49.3216045714099,3125,424562
104,43660,8600,23,71.49090634839068,3046,297704
105,8561,9184,19,87.02618806547983,3336,334767
106,31854,691,42,93.46961257524204,3780,335950
107,43952,9190,37,33.4166157324526,4907,449189
108,27662,5417,39,14.447410412913305,3206,489431
109,13392,6331,24,24.4556661524133,1637,305223
110,35535,9948,16,77.84097771198215,3972,164162
111,18067,10660,33,97.17693728918876,1967,489155
112,28599,4822,12,47.17296811867767,1261,210229
113,40222,14182,34,31.229968141231186,4020,55521
114,16837,10878,7,43.48986761404341,3982,325035
115,19039,7499,11,31.17650131986811,2856,132331
116,35818,9508,31,26.392264797508275,2012,72474
117,24115,11912,29,59.78132448831078,364,207579
118,15965,7782,13,2.5578620569808956,4528,60687
119,29538,10165,31,26.69567261783383,1402,148550
120,47530,9778,2,66.47682570665391,1294,454225
121,10056,12891,39,4.174206934373698,1626,400906
122,37482,2374,15,9.236979834384563,3704,138484
123,13110,9562,11,30.046218333792694,4494,412619
124,18773,5263,34,87.9026750622895,2348,356435
125,32266,10734,39,76.72372985636433,1258,98296
126,22412,8964,4,3.193506312208109,4467,90225
127,38270,9721,11,50.669568852160694,4730,84828
128,11910,11910,29,28.19406190475426,3613,479318
129,30446,12761,2,65.21592024714423,2178,292463
130,5206,1551,16,72.43383437675266,1244,499558
131,26518,12725,39,86.42339513579897,168,345856
132,27361,10265,13,48.06620747329741,3817,338967
133,28419,11882,37,99.45055876601286,3108,448577
134,46523,13080,17,98.01862462142383,926,403518
135,27403,8038,21,88.33450572263229,1269,392318
136,23141,7911,44,57.912080020649015,1083,350196
137,19820,12489,19,40.40263731287769,4676,335409
138,45342,11981,7,37.07424470383871,4077,402431
139,11374,6820,38,2.200350258686738,3434,354156
140,6678,12439,8,25.668275226994286,2440,323060
141,38827,2605,13,72.16201525996729,2115,437606
142,21198,14080,37,60.759577889413585,1552,387189
143,14914,807,2,91.72579672758583,2233,226604
144,32890,8237,41,5.952204424739229,1139,490875
145,27299,3859,11,16.37238371455573,4823,139860
146,48585,13764,24,79.13513514586089,4313,457219
147,48689,3676,6,36.492255488338046,3566,274551
148,47557,1751,26,12.716188038069914,3126,92634
149,49020,5866,7,99.64860000490883,4357,279709
150,7693,11439,39,78.93777996426692,2847,407623
151,34467,2017,19,41.465362639054135,4362,124992
152,34723,6726,6,82.51140021766788,4495,323513
153,8627,5805,43,68.37978314179618,3595,331473
154,30939,10070,29,79.20750119741349,3955,259826
155,47941,6369,43,81.70543137899934,661,398844
156,26834,8539,39,9.388139645741473,2303,152960
157,23047,14507,2,62.67431588112147,3519,62410
158,31105,14830,19,1.6717697447059314,1244,210802
159,15230,5391,4,5.302168383815891,2799,445881
160,20707,5492,6,90.49402089652824,1651,483115
161,26976,2461,49,53.228808414323744,4121,218775
162,49262,12997,37,73.85429660098396,660,280083
163,28776,3363,28,84.01159805387145,1287,205244
164,35080,11348,30,95.00908998889392,3233,52684
165,6306,11186,7,87.06593194435679,3511,462966
166,11776,7103,9,48.8478334210321,1789,332031
167,32251,13755,25,34.26106043067064,4507,201898
168,14474,5067,33,16.294830384397777,2523,449396
169,45294,7013,1,40.631826766240714,1469,358923
170,26959,4505,6,37.28286433695518,680,380239
171,10530,12255,18,56.39790935363146,1076,243360
172,34320,9614,10,66.88543146696414,4372,484121
173,8748,12924,28,97.85422216805969,4709,250579
174,36968,13154,11,73.11023242397252,2456,177510
175,37562,11651,33,64.73110471184941,218,151261
176,18545,683,1,34.17415099256591,1642,106068
177,5663,8255,13,4.415883773334272,4962,330257
178,39766,3858,37,29.524387756614484,3143,355005
179,12994,7115,20,77.07634214550215,1072,390631
180,33021,10090,1,21.321922139576373,1015,337761
181,35303,7297,3,71.50663117373733,1537,410474
182,8304,11488,18,58.39820441437217,686,445799
183,44353,9228,41,18.013830105296023,450,272236
184,22675,8178,14,26.900855822891163,4691,338394
185,49417,6198,31,50.134056745161175,2662,53055
186,28938,1773,27,42.419095805676896,1970,384481
187,28664,11659,17,78.0778209071292,372,477642
188,6636,7153,46,73.70605961178146,3027,177615
189,25080,11741,29,57.88287584382869,4458,152255
190,32728,1596,36,82.40519643581959,3539,372676
191,31736,9997,37,56.70428452774655,3141,286675
192,33673,9607,26,96.47453640906876,4048,139376
193,42505,11773,17,22.505185815957063,1864,59933
194,5854,8502,22,71.69906736661312,4390,81979
195,29548,4747,25,37.624469073392326,1870,95047
196,43623,9720,2,28.617653247599193,1622,54137
197,12392,5814,22,18.858360120803574,931,323567
198,26556,10669,5,55.69784414989284,661,139851
199,43559,3854,4,22.331473842171917,3640,84482
200,31309,11203,36,20.834734293392184,4236,487372
201,26919,770,6,99.06265860329798,1579,364627
202,9931,1686,21,80.37299426773032,4566,282723
203,37970,13247,13,75.07940520518316,1305,346898
204,49215,12892,37,79.61200196239274,756,479528
205,17688,12456,25,96.92336449815551,4040,73363
206,30342,14498,26,57.754392186567145,689,329229
207,42157,6805,39,22.804143862883194,4426,106889
208,7327,2898,20,86.35875443457067,1471,414234
209,45772,13221,33,74.53034221595492,4674,129951
210,45545,7495,14,42.01652292108314,3851,311050
211,5197,12927,36,47.88338035888999,3859,178227
212,28509,14282,17,41.71398744940804,2200,442069
213,39698,7799,21,93.06427386267141,1984,368558
214,49542,4682,46,35.00962953833112,847,167159
215,20087,10403,16,96.38494358696107,563,228124
216,27671,2730,46,91.11690535414104,853,136934
217,30184,7011,16,63.42159308256916,682,82691
218,32848,628,20,58.40235553690739,2305,267252
219,47107,9961,29,37.63883872692712,4214,104697
220,25666,4172,28,2.815500512054338,4250,446260
221,49357,10293,8,13.634695437537573,4127,316027
222,20708,5265,24,75.66890101160531,4916,81712
223,31370,4470,3,47.68247253222836,3453,265932
224,7811,8045,25,15.833975284608842,2908,163655
225,11546,12936,19,27.132124559055228,3703,333689
226,39754,13772,33,94.83585308485297,4013,330348
227,35206,13639,2,37.34615069571624,1519,73268
228,46106,6052,15,90.8605125766962,2267,298562
229,16411,1127,22,31.158947397064093,2244,134383
230,7911,12489,10,54.77878934234893,2267,479355
231,6734,14280,18,3.0272312528575913,1660,302982
232,23227,7089,22,52.665635926984116,1276,287903
233,13680,2544,46,64.05725905045239,1368,256724
234,24360,12244,49,24.196204834380612,3687,300736
235,23343,13671,27,58.314780444330346,1266,169755
236,10759,2841,13,65.06960943304756,3675,409084
237,28078,6384,33,69.0017217597939,2941,340580
238,40153,11906,5,77.86392888018821,1970,278757
239,16111,8685,26,31.822585050012233,4029,447341
240,42504,749,13,57.20991868675594,2367,484750
241,6802,3425,27,98.17632394669485,2986,410668
242,13155,5543,14,89.91627289585055,259,136842
243,13120,1474,24,95.31387738173828,2758,355117
244,44384,10017,3,39.22750345432857,3863,126369
245,26918,7692,47,78.90588248376952,4834,137533
246,25445,9675,49,62.36989722427443,1155,83521
247,35306,9580,30,9.190773223161868,433,276556
248,21646,11629,35,82.57405852654948,3696,293251
249,36065,10809,48,68.0330263593791,991,450704
250,30199,3172,14,20.692818592011413,3087,352118
251,46976,13662,12,8.894117185516674,4547,436044
252,21371,7779,28,83.86519093418474,1462,92448
253,16835,8031,44,8.811281119628905,1025,320082
254,7049,10018,29,10.044032671277227,2543,232185
255,36616,9162,43,43.313420502527215,2677,154262
256,43191,2487,17,14.34498501352823,4080,458986
257,25932,590,40,91.45329014682922,2505,233707
258,34855,9221,49,47.558109690060434,1519,253243
259,12158,13448,21,57.345947084802575,2975,255237
260,48016,4559,23,92.88250285833067,159,238894
261,12400,13526,20,53.49605933819651,2624,99934
262,47642,3273,11,36.005523449774536,3897,377670
263,20151,13659,34,79.91835547576736,2759,409348
264,6154,10378,10,44.84216955004586,4196,333631
265,9499,8883,10,32.528473134628236,1678,234391
266,11295,10678,43,72.59971640194792,4506,325013
267,17183,12315,6,80.35896198469126,3205,295979
268,34299,7909,36,79.37990059084287,807,255827
269,17874,10877,24,97.78976699874205,1880,221869
270,37711,4940,12,78.88002793862131,2513,237370
271,10539,7847,43,77.22341015891993,3506,426720
272,47405,1508,23,85.8910401198858,2261,132209
273,7557,4283,27,1.018334334248838,3639,132299
274,43360,7146,45,36.8807097075893,708,94933
275,21482,4798,37,74.02270650740779,408,126579
276,7200,5168,6,60.37218209991746,4407,190642
277,7961,4787,1,18.579628260530146,2464,187958
278,26357,2552,6,31.06957581976599,284,486303
279,16969,6509,22,34.34246849712857,345,140177
280,7869,12000,41,57.214983006059285,338,379863
281,33643,2216,24,83.32823134766656,619,406750
282,29736,810,25,93.31668619799031,4007,446990
283,43467,14891,15,75.25914887251027,376,79018
284,28328,5038,26,84.45208862750417,4128,397983
285,30876,1760,8,47.53949988670009,4409,457488
286,26295,13657,24,39.58775664260645,705,203658
287,8987,4432,48,39.87814468227748,4673,345689
288,27399,11960,38,61.98781430565575,4703,52566
289,38986,1084,6,13.299433850025093,4153,289471
290,25880,14382,35,58.36992409623586,2812,126489
291,9735,11491,42,66.84815315818882,241,377499
292,49064,14325,1,44.451965280417646,3761,474912
293,9555,8116,46,95.36355050034557,2469,122940
294,46914,9051,36,61.213113965577946,1817,176731
295,45818,14511,12,22.779947751425894,4656,148382
296,24830,3366,38,48.44240948591811,4865,260674
297,22429,14865,11,67.8650392763941,3527,483951
298,11893,6398,12,33.03928333346742,2424,254447
299,19373,2511,42,8.884519022613294,1944,281538
300,8436,6751,39,58.76012783637761,499,436009
301,13754,5439,7,94.83914669334831,4863,493853
302,15677,4506,11,49.0221265707542,2663,72129
303,10895,2125,36,90.70479898405675,1622,80845
304,24738,11456,31,83.6673352487977,1434,129449
305,35746,1390,33,15.593865579764353,2723,298380
306,37352,14779,13,71.10882226172151,338,322883
307,44790,6578,18,44.11108698212587,3315,239244
308,46919,13747,41,25.77438620103075,3747,183745
309,10600,14256,24,69.0068972110036,1716,284669
310,34124,7536,9,74.52341114698571,2529,81171
311,32643,14249,31,18.80973555474904,3752,139179
312,45764,9423,41,91.53002352356464,1821,150022
313,14007,4461,10,75.36357715119266,1372,191696
314,42410,13393,2,93.4041744150549,3239,158906
315,49080,3004,38,32.39024865760541,2978,102930
316,45447,9306,15,93.99416655855569,1635,215680
317,13208,4306,3,37.48324812599971,635,99649
318,23589,6600,43,6.343006381311782,1048,263528
319,48484,2219,31,76.53396948219331,2742,462905
320,22453,13461,6,70.64730626474574,4041,113503
321,41212,14058,3,60.193188234069915,1121,223196
322,48525,7186,11,49.499480694033224,533,428803
323,37635,2087,15,4.184361761940508,1503,146875
324,38828,7500,45,62.83512790049528,3611,450803
325,23711,10303,28,42.26662690705657,3035,446743
326,8420,1396,10,56.460730871353555,4978,214139
327,36216,6058,38,43.50281285479599,4364,101538
328,5301,8969,47,96.6395571437547,4904,87455
329,5699,5147,7,60.80678121393387,3433,283547
330,5190,10328,15,75.17439672964426,1702,70243
331,15492,10850,18,93.69834779963725,328,173793
332,40743,2932,18,59.568332968757225,4622,475909
333,11102,4404,41,2.1941892644176746,4317,423515
334,24778,13548,24,4.394876152743693,2296,119231
335,31641,11954,2,70.53150497608432,2999,124648
336,39584,7337,40,28.629428478977065,210,344203
337,37745,1949,20,58.35859300744693,1344,239939
338,28093,5000,34,21.025440927976227,4259,122778
339,5569,5954,43,27.7546386311097,2785,387621
340,43210,9924,26,50.95946453885946,3901,105283
341,39663,4617,7,97.58137687225212,3967,113853
342,41631,9369,38,62.010778431709966,1477,70001
343,12455,11350,30,93.6786623467893,1871,52700
344,9014,2528,42,95.9786055843078,112,493373
345,16093,14019,5,21.602889645630235,4434,461301
346,23070,14843,11,31.8081666444255,3361,430134
347,40777,7345,1,77.22923584065171,762,239219
348,21538,4258,34,86.80963622684304,3192,325483
349,15729,6404,1,52.40344767476325,793,459050
350,39177,5124,19,99.32938066077438,3490,299126
351,5784,10729,2,2.1456476767717567,1281,257692
352,32751,11341,21,30.659672902936347,3118,438522
353,45864,14464,20,62.6930136207134,1604,341687
354,45328,9348,23,47.459701182810804,2002,348074
355,17533,665,21,12.543693676451275,4271,484290
356,45111,13636,24,37.4109214625758,428,278510
357,44974,5091,4,3.5192671862088662,1539,241745
358,10801,1089,12,64.63185856145266,3946,79044
359,24190,5024,22,89.38151175663917,4267,390817
360,43754,3321,20,88.60253825456243,324,478121
361,34592,12950,18,70.2549029027891,2620,497220
362,15647,7009,1,47.11124935429483,3814,243833
363,13716,8193,30,51.69113025045748,2507,252556
364,28355,9954,33,14.554963575570628,910,425141
365,27009,571,24,34.7606922188011,3217,278479
366,29376,12208,14,19.585079474329092,4873,133725
367,9780,13442,36,82.2988201316455,3390,338156
368,7368,4080,5,91.56063623245801,4486,390657
369,17039,8462,11,54.15540288059159,2351,147585
370,11655,768,24,73.04864001078147,4761,71694
371,45941,10468,31,13.02501231980562,2629,225460
372,9495,2962,13,61.2449296844466,4706,410904
373,15893,9960,16,70.57631111640676,1023,263440
374,30547,1515,24,45.824044821628675,3152,82835
375,27386,11414,13,25.084035362599163,115,430921
376,18403,9775,24,87.86007753359775,3696,248470
377,37097,12793,26,74.54796327541852,2503,68186
378,18121,13769,2,90.0858709030703,4551,210617
379,15966,8484,16,82.02186210228452,4110,292130
380,38621,906,38,99.04706852830739,2746,356535
381,33312,7884,46,20.025100588230444,1201,155858
382,27677,6549,1,9.588029012593434,3075,416343
383,36289,6669,49,34.363276342388595,1190,489004
384,36024,8482,11,13.77141332730263,3006,78401
385,47675,11768,35,52.78988117771621,1846,147764
386,9777,1485,43,63.66986163536651,4409,108611
387,34749,12295,29,58.250572902166965,1820,324346
388,20338,4985,37,26.664773403636744,548,244440
389,7491,9401,17,90.97357906591088,3112,284891
390,32236,3118,39,3.0960640098024665,3604,345279
391,19599,14259,42,35.4533220225858,1668,138121
392,24508,13541,28,72.18025506440804,3286,163944
393,8051,6789,29,76.92596370856678,3591,306556
394,26606,10103,43,42.19573589875413,2646,163765
395,26699,7428,3,2.674071512380342,4905,113535
396,5876,5868,10,62.18632423325,4575,458113
397,37093,5121,42,7.246373437138355,1147,429472
398,9142,10177,14,11.677721839197934,4734,464507
399,20202,14848,12,65.37482124497281,4948,496624
400,44734,11642,47,31.936344288142628,4730,235165
401,12079,13343,42,35.45498511811704,4868,447723
402,12987,11626,30,49.1939006213411,1164,427617
403,44567,8066,32,97.87926109107802,3921,472070
404,33940,12806,32,96.57877985313233,667,163056
405,42233,5170,42,42.20983893664744,1536,327619
406,22019,8158,32,27.284422504609935,4610,225977
407,23077,1503,26,30.95662311374746,4644,129870
408,31258,11158,1,27.609348517998807,4805,134366
409,26136,8004,42,53.69233490703629,2805,173836
410,13311,2966,2,61.079120972291925,2583,142814
411,22214,10630,17,49.38915943473694,4900,396429
412,19098,2439,30,41.39144186256708,4929,277119
413,33251,2135,39,21.91721871942384,3879,90185
414,42945,10390,7,48.76805354682922,4995,114398
415,30945,8595,27,34.76916866644335,2894,301326
416,30316,6765,9,54.61795081703595,1960,146682
417,37217,13219,22,67.84375213565077,3436,126593
418,13308,10783,34,63.69790526922445,1990,207499
419,10949,2395,46,46.786530830153744,4926,157518
420,6150,14731,49,56.049190003716134,4391,105535
421,28944,14128,1,29.200756965115207,1197,159626
422,39699,7024,9,3.399785643216579,1738,426334
423,14204,12932,20,62.87692596264231,1758,244762
424,6081,12090,19,26.004287354631007,1225,326204
425,34305,1573,36,67.22641729675918,363,493857
426,21896,5684,40,74.95384146009897,3092,194679
427,12805,2902,45,91.67684686427434,260,113560
428,10237,5395,4,95.85415675248169,1356,245285
429,25056,7831,9,2.042078584660443,4965,139610
430,8343,11904,41,99.0470467261091,410,242848
431,18500,12729,22,68.61881353092194,326,229936
432,34375,9843,18,64.70889187704473,372,266381
433,14662,11137,12,2.5060964243401855,4512,82970
434,21964,2456,42,86.26210777678702,2022,209282
435,13130,7523,43,15.40365327753481,3257,94088
436,24531,13250,39,83.89568523937106,2438,61683
437,6679,14562,9,2.5406920796128842,1701,446178
438,8506,14833,6,64.95046198741696,3818,412775
439,18284,4407,19,44.04535184321295,2522,243320
440,12253,1307,48,20.875906176874178,2025,276608
441,24128,8878,47,11.648577785272977,666,216624
442,32932,14531,7,44.572641958086315,3015,423933
443,14435,5327,16,13.207274726821051,351,280179
444,49078,14723,5,49.15821455741371,2454,95321
445,18296,14001,16,62.89648880663238,3601,490566
446,35445,14199,1,82.91103516712846,4870,375709
447,18245,5024,37,68.1862942811038,2411,170454
448,34124,9999,39,7.454776903908896,2215,224933
449,34899,2784,19,31.43582072223588,1702,220236
450,48919,5813,37,29.50988218531754,3370,132095
451,48225,14098,17,91.58820992363734,613,163610
452,40247,13558,26,86.91042239488358,541,226035
453,34222,1257,22,37.64464391669128,100,53532
454,31211,12923,8,8.044370332375529,1002,164527
455,42220,5387,33,89.5166244626686,1320,463949
456,31646,4354,2,88.93080534345454,2421,395607
457,43649,12958,30,85.61986707104178,955,308950
458,28049,10898,47,84.66308213581466,1117,486330
459,19069,4058,20,48.54514610752931,2320,273289
460,37580,10272,18,18.565733572710226,4780,317600
461,36843,1461,43,48.271316995780346,3604,53413
462,7849,4347,10,49.96517929627702,4650,57085
463,45158,7226,24,49.503243571241214,295,209009
464,28289,4075,4,54.3384860253965,4794,70563
465,49690,9567,37,26.508045276124356,1432,349719
466,40257,2918,4,37.25787693222789,4751,309605
467,14823,4698,13,43.984472604383484,1617,57386
468,46975,1501,25,13.980999742133486,4634,150244
469,14540,5744,13,46.08104932158855,2797,109150
470,21364,12076,18,81.23649208988971,4554,210644
471,9611,7619,24,82.97789473055475,3207,438197
472,32663,4566,2,41.744813418202,1157,216343
473,43646,3345,48,52.362022896351,2805,230882
474,35977,10173,33,4.331382881370607,2163,126566
475,34168,11993,19,67.7688230903911,2892,194210
476,30471,9349,9,41.05598241173944,520,179549
477,27687,5816,28,45.102290625251236,4748,228441
478,5851,11472,35,87.49359999079671,2914,196718
479,23071,922,39,46.72160902150023,2940,78812
480,11833,7215,10,3.0980323765574234,1131,138958
481,16938,12373,1,23.521598196037175,1591,388325
482,40195,4766,42,48.08644081651764,1985,326772
483,31144,8049,21,43.01523298210504,609,74486
484,9000,6816,9,86.17664359076758,1959,436078
485,10052,3210,47,54.6716134213105,1958,311290
486,40506,9144,15,69.27393844959698,1013,351410
487,33074,11089,35,47.46300640730354,2165,400412
488,43155,8569,5,44.52591767185733,3066,96557
489,45770,10667,41,45.18238017896078,4989,266033
490,37320,2157,22,41.681235399690046,3937,258803
491,43304,3041,41,54.31975519956614,1696,265330
492,8913,7263,23,25.793896773606765,4542,66494
493,22450,3575,7,89.21446419034027,1155,464787
494,29107,3664,23,33.97546926129342,1123,346630
495,25764,11658,44,15.604859583557335,3304,269508
496,48404,2553,25,10.558497381176768,675,111635
497,25491,8979,27,2.3288685968926335,298,181197
498,43494,6237,41,42.86275177811928,1465,98814
499,8373,3717,6,19.573487865997045,2098,173141
500,17161,12546,34,3.1431423561375436,1116,462534
501,36996,1947,9,52.48193508266285,3718,112363
502,32122,6509,49,68.31787631642538,125,93162
503,39850,1107,33,9.48935404019933,1658,297364
504,32350,5052,6,46.6311565190463,3824,177083
505,32472,2264,37,74.61923918147392,3558,57590
506,33761,9917,31,98.59487527983408,3456,346994
507,30351,9927,34,67.05184411961353,2467,455350
508,28132,9721,41,25.239115530142538,570,442235
509,20305,3171,29,71.93881033812096,2567,337374
510,14817,7019,14,60.19501325516317,4846,327202
511,16261,4462,36,21.968129569573225,985,129837
512,5417,13234,36,85.25997175890791,975,153397
513,46576,13622,15,43.313038295532486,1041,339183
514,25358,3677,8,96.23578781867846,3141,302903
515,8267,4222,26,72.56719973733001,671,246892
516,22209,5406,36,64.81175230855038,4249,350478
517,29052,14212,48,73.10693091017963,704,93525
518,43513,7763,21,48.33160486300393,4520,176681
519,31092,14199,28,51.01742130236572,3629,134194
520,16338,5554,4,85.26953115902965,4460,209515
521,5412,10167,16,68.41192512770678,481,316116
522,12543,11588,22,89.82708919397253,1336,114936
523,45355,1308,12,89.19184860385259,2480,403847
524,38496,9670,16,97.67251337038067,3879,159877
525,28548,11155,40,70.32125122568809,2205,341663
526,32384,1225,38,50.727870048512465,1617,414561
527,49425,11193,42,17.464858320699154,1633,388008
528,43756,12054,37,70.8326754050943,3394,105881
529,23888,8201,29,29.86619395923314,3540,336876
530,40735,1716,18,29.011809235695793,3589,198745
531,22506,4551,10,24.59048986835874,4045,125909
532,25463,2697,42,87.63708367779357,4742,298271
533,22955,14691,39,86.92848022153366,970,55720
534,42841,3306,18,63.46607404213576,2250,371259
535,10104,9470,1,47.82511715570285,3332,427987
536,39911,1472,39,67.53933154978111,3331,101940
537,28190,11502,21,61.11571557954068,3866,448369
538,12357,6134,1,42.15769058401535,3307,121762
539,37479,14204,15,38.5834558810778,4593,249584
540,49811,7983,4,38.89663650638967,4587,219091
541,41208,2623,20,59.324206912447785,3926,134833
542,25150,9290,10,65.11926625596176,1712,459803
543,10644,12033,23,45.72243359802876,1177,330350
544,48286,724,41,96.90045357109126,1400,403615
545,7914,14341,34,9.300726082443623,2258,407313
546,26352,14948,46,35.357655569423926,2371,322880
547,49912,9532,48,42.48839362941865,2629,419081
548,19397,2314,33,2.6752130030293686,3360,188043
549,46555,13501,34,37.13076157915429,463,368721
550,5728,1606,39,28.09728180011141,945,307989
551,5698,624,10,51.097590752520595,3132,468940
552,44954,3746,20,34.30464417114366,1427,181003
553,18923,13880,1,72.89203135969966,3262,399846
554,21779,3431,13,51.483317045357204,491,390838
555,12400,14067,1,13.846461116130172,3355,303686
556,29466,14538,5,75.25607109029038,2159,403454
557,41939,12817,16,10.823660712184983,3337,105155
558,9360,3471,15,84.06586763985638,2146,178491
559,40270,2517,49,93.21079721453572,4341,192180
560,22101,7915,28,32.922083728300535,1405,127613
561,37307,2915,31,92.68812069303016,2994,106938
562,10486,13282,23,79.50780775313129,2132,151163
563,13335,3596,48,92.32112548937322,864,380642
564,26364,2109,45,66.96074355516392,598,278861
565,42259,1217,43,24.328759902720765,3468,67751
566,28576,4061,17,89.55780045418628,3044,423305
567,36667,9708,49,19.24224254090363,3904,251818
568,16130,12257,34,22.092994550736016,4313,344534
569,26972,14125,13,27.83523602389601,4560,413357
570,45419,13393,14,31.12038483717188,235,158712
571,6167,13162,11,51.93348457097203,1200,459209
572,32192,7282,28,71.63227868297037,1971,110403
573,6062,10652,42,92.69460926566768,4133,339003
574,23540,1548,32,9.755321146214742,4213,464094
575,29244,10049,35,95.48256686059536,4112,149124
576,26545,12118,31,92.21097374258453,304,175940
577,26689,8807,17,6.345929925922855,4694,339244
578,16174,10787,47,36.67179263146471,2471,243356
579,27925,8405,9,81.5011956396343,4790,483239
580,42497,10493,10,61.54607800246071,661,429494
581,14348,10838,8,78.13030039479527,3414,490925
582,28714,6078,21,72.18430054019886,4060,433936
583,43102,14334,13,50.18024119958919,2626,279179
